               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 134,            0.025823,             0.02319,                   0,             0.93091,             0.86855,             0.92633,             0.72219,            0.023016,             0.01761,                   0,           0.0073666,           0.0073666,           0.0073666
                 135,             0.02589,            0.023329,                   0,             0.92517,             0.87944,             0.92669,             0.72414,            0.022798,            0.017619,                   0,           0.0073468,           0.0073468,           0.0073468
                 136,            0.025694,            0.023058,                   0,             0.93104,             0.87366,             0.92839,             0.72604,            0.022745,            0.017633,                   0,            0.007327,            0.007327,            0.007327
                 137,            0.025755,             0.02319,                   0,              0.9199,             0.87889,             0.92589,              0.7247,            0.022858,            0.017717,                   0,           0.0073072,           0.0073072,           0.0073072
                 138,            0.025597,            0.023417,                   0,              0.9261,             0.87859,             0.92541,             0.72349,            0.022861,            0.017662,                   0,           0.0072874,           0.0072874,           0.0072874
                 139,            0.025731,            0.023157,                   0,              0.9246,             0.87494,             0.92486,              0.7249,            0.022901,            0.017646,                   0,           0.0072676,           0.0072676,           0.0072676
                 140,            0.025732,            0.023373,                   0,             0.92658,             0.87339,              0.9251,             0.72274,            0.022931,            0.017635,                   0,           0.0072478,           0.0072478,           0.0072478
                 141,            0.025363,            0.022672,                   0,              0.9243,             0.86857,             0.92466,             0.72396,            0.022827,            0.017632,                   0,            0.007228,            0.007228,            0.007228
                 142,            0.025299,            0.022677,                   0,               0.922,             0.87211,             0.92354,             0.72332,             0.02266,            0.017693,                   0,           0.0072082,           0.0072082,           0.0072082
                 143,            0.025395,            0.022981,                   0,             0.92386,             0.86935,             0.92749,             0.72591,            0.022602,             0.01757,                   0,           0.0071884,           0.0071884,           0.0071884
                 144,            0.025452,            0.023102,                   0,             0.92271,              0.8738,             0.92572,             0.72582,             0.02248,            0.017491,                   0,           0.0071686,           0.0071686,           0.0071686
                 145,            0.025717,            0.022439,                   0,             0.92021,             0.87391,             0.92472,             0.72672,            0.022429,            0.017438,                   0,           0.0071488,           0.0071488,           0.0071488
                 146,            0.025443,            0.023178,                   0,             0.91749,             0.87494,              0.9256,             0.72953,            0.022344,            0.017401,                   0,            0.007129,            0.007129,            0.007129
                 147,            0.025114,            0.022462,                   0,              0.9205,             0.87391,             0.92592,             0.73002,            0.022257,            0.017433,                   0,           0.0071092,           0.0071092,           0.0071092
                 148,            0.025061,            0.022527,                   0,             0.92701,             0.86754,             0.92464,             0.73038,            0.022318,            0.017415,                   0,           0.0070894,           0.0070894,           0.0070894
                 149,            0.024876,             0.02235,                   0,             0.92596,             0.87442,             0.92399,             0.72963,            0.022273,            0.017396,                   0,           0.0070696,           0.0070696,           0.0070696
                 150,            0.025172,             0.02264,                   0,             0.92949,             0.87346,              0.9247,              0.7298,             0.02226,            0.017373,                   0,           0.0070498,           0.0070498,           0.0070498
                 151,            0.025081,            0.022701,                   0,             0.92306,             0.87262,             0.92383,             0.72967,            0.022286,            0.017486,                   0,             0.00703,             0.00703,             0.00703
                 152,            0.025365,            0.022616,                   0,             0.92615,             0.87284,             0.92491,              0.7294,            0.022183,            0.017458,                   0,           0.0070102,           0.0070102,           0.0070102
                 153,            0.024957,            0.022499,                   0,             0.92626,             0.87421,             0.92384,              0.7329,            0.022153,            0.017362,                   0,           0.0069904,           0.0069904,           0.0069904
                 154,            0.024966,            0.022272,                   0,             0.92468,             0.87648,             0.92601,             0.73253,            0.022202,            0.017235,                   0,           0.0069706,           0.0069706,           0.0069706
                 155,            0.025148,             0.02212,                   0,             0.93964,             0.86723,             0.92519,             0.73398,            0.022196,            0.017122,                   0,           0.0069508,           0.0069508,           0.0069508
                 156,            0.024553,            0.022132,                   0,             0.92406,             0.87725,             0.92407,             0.73541,            0.022146,            0.017162,                   0,            0.006931,            0.006931,            0.006931
                 157,            0.025278,            0.023223,                   0,             0.92197,             0.87956,             0.92595,             0.73669,            0.022011,            0.017121,                   0,           0.0069112,           0.0069112,           0.0069112
                 158,            0.024641,            0.022051,                   0,             0.92641,             0.87879,             0.92734,             0.73767,            0.021962,            0.017111,                   0,           0.0068914,           0.0068914,           0.0068914
                 159,            0.024307,            0.021883,                   0,             0.92625,             0.87288,             0.92511,             0.73638,            0.021969,            0.017162,                   0,           0.0068716,           0.0068716,           0.0068716
                 160,            0.024841,            0.022188,                   0,              0.9294,             0.87057,             0.92512,             0.73375,            0.022009,            0.017185,                   0,           0.0068518,           0.0068518,           0.0068518
