               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 125,            0.031078,            0.027761,                   0,             0.89325,             0.83359,              0.8967,             0.63985,            0.028038,            0.020183,                   0,           0.0075448,           0.0075448,           0.0075448
                 126,            0.031385,            0.027846,                   0,             0.90079,             0.83231,             0.89548,             0.64001,            0.027916,            0.020165,                   0,            0.007525,            0.007525,            0.007525
                 127,            0.030704,            0.027333,                   0,             0.89392,             0.83746,              0.8971,             0.64127,            0.028017,            0.020227,                   0,           0.0075052,           0.0075052,           0.0075052
                 128,            0.030944,            0.027614,                   0,             0.90418,             0.82873,             0.89546,             0.64167,            0.027959,            0.020154,                   0,           0.0074854,           0.0074854,           0.0074854
                 129,            0.030405,            0.027162,                   0,             0.90777,             0.82907,             0.89644,             0.64348,            0.027928,            0.020143,                   0,           0.0074656,           0.0074656,           0.0074656
                 130,            0.031056,            0.027824,                   0,             0.90591,             0.82435,             0.89512,             0.64462,            0.027749,            0.020055,                   0,           0.0074458,           0.0074458,           0.0074458
                 131,            0.031275,            0.028262,                   0,             0.90539,             0.83205,             0.89756,             0.64586,            0.027875,            0.019887,                   0,            0.007426,            0.007426,            0.007426
                 132,            0.030916,            0.027416,                   0,             0.90634,             0.82794,             0.89643,             0.64843,            0.027708,            0.019908,                   0,           0.0074062,           0.0074062,           0.0074062
                 133,             0.03037,            0.027461,                   0,             0.90296,             0.82918,             0.89797,             0.64959,            0.027577,             0.01999,                   0,           0.0073864,           0.0073864,           0.0073864
                 134,            0.030884,            0.027593,                   0,             0.91079,             0.82357,             0.89973,             0.64855,            0.027533,            0.020075,                   0,           0.0073666,           0.0073666,           0.0073666
                 135,            0.030977,            0.027618,                   0,              0.9128,             0.82614,             0.89758,             0.65145,            0.027485,            0.019997,                   0,           0.0073468,           0.0073468,           0.0073468
                 136,            0.030782,            0.027454,                   0,             0.90755,             0.83025,              0.8973,             0.65082,            0.027508,            0.019968,                   0,            0.007327,            0.007327,            0.007327
                 137,            0.030794,             0.02756,                   0,             0.91033,             0.83423,             0.90072,             0.65402,            0.027184,            0.019875,                   0,           0.0073072,           0.0073072,           0.0073072
                 138,            0.030785,            0.027838,                   0,             0.90273,             0.83359,             0.90275,             0.65278,             0.02728,            0.019952,                   0,           0.0072874,           0.0072874,           0.0072874
