               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  64,            0.025665,            0.023636,                   0,             0.92412,             0.85336,             0.92098,             0.70159,            0.024065,            0.018353,                   0,           0.0087526,           0.0087526,           0.0087526
                  65,            0.026774,            0.024215,                   0,             0.92987,             0.85619,             0.92521,             0.70763,            0.023771,            0.018115,                   0,           0.0087328,           0.0087328,           0.0087328
                  66,             0.02634,            0.023835,                   0,               0.928,             0.85568,             0.92473,             0.70831,            0.023746,            0.018019,                   0,            0.008713,            0.008713,            0.008713
                  67,            0.025986,            0.023103,                   0,             0.91153,             0.86389,             0.92132,              0.7088,            0.023527,            0.018223,                   0,           0.0086932,           0.0086932,           0.0086932
                  68,            0.025472,            0.023278,                   0,             0.91462,             0.86312,             0.92327,              0.7087,            0.023585,            0.017937,                   0,           0.0086734,           0.0086734,           0.0086734
                  69,            0.026323,            0.023471,                   0,             0.92684,             0.85542,             0.92433,             0.70921,            0.023642,            0.018174,                   0,           0.0086536,           0.0086536,           0.0086536
                  70,            0.026231,            0.023704,                   0,             0.91585,             0.85808,             0.92374,             0.70467,            0.023657,            0.018299,                   0,           0.0086338,           0.0086338,           0.0086338
                  71,            0.026197,            0.023535,                   0,              0.9174,             0.86427,             0.91885,             0.70433,             0.02371,            0.018246,                   0,            0.008614,            0.008614,            0.008614
                  72,            0.025613,            0.022878,                   0,             0.91527,             0.85718,             0.92121,             0.70977,            0.023506,            0.018273,                   0,           0.0085942,           0.0085942,           0.0085942
                  73,            0.025491,             0.02307,                   0,             0.91339,             0.86664,             0.92361,             0.71089,            0.023379,            0.018196,                   0,           0.0085744,           0.0085744,           0.0085744
                  74,            0.025727,            0.023411,                   0,             0.92228,             0.86389,             0.92533,             0.71349,            0.023318,            0.018128,                   0,           0.0085546,           0.0085546,           0.0085546
                  75,             0.02558,            0.022878,                   0,             0.92258,             0.86595,             0.92388,             0.71378,            0.023216,            0.018146,                   0,           0.0085348,           0.0085348,           0.0085348
                  76,            0.025458,            0.023239,                   0,             0.92026,             0.86287,             0.91969,             0.71027,            0.023234,            0.018298,                   0,            0.008515,            0.008515,            0.008515
                  77,            0.025017,            0.022323,                   0,             0.92486,             0.85824,             0.92329,             0.71527,            0.023019,            0.017991,                   0,           0.0084952,           0.0084952,           0.0084952
                  78,            0.025721,            0.023112,                   0,             0.92267,             0.86826,             0.92254,             0.71326,            0.023323,            0.017983,                   0,           0.0084754,           0.0084754,           0.0084754
                  79,            0.025119,            0.022578,                   0,             0.93514,             0.85166,             0.92598,             0.71661,            0.023262,            0.018074,                   0,           0.0084556,           0.0084556,           0.0084556
                  80,            0.025313,            0.022622,                   0,             0.92665,             0.87265,             0.92932,             0.72124,            0.022922,            0.018055,                   0,           0.0084358,           0.0084358,           0.0084358
                  81,            0.025172,            0.022836,                   0,             0.92107,             0.87237,             0.92809,             0.72362,            0.022821,            0.017759,                   0,            0.008416,            0.008416,            0.008416
                  82,            0.024897,            0.022392,                   0,             0.93723,             0.86697,             0.92465,             0.72091,            0.022983,              0.0179,                   0,           0.0083962,           0.0083962,           0.0083962
                  83,            0.025292,            0.023203,                   0,             0.91747,             0.86791,             0.92807,             0.71988,            0.022836,            0.017932,                   0,           0.0083764,           0.0083764,           0.0083764
                  84,            0.025066,            0.022285,                   0,             0.91882,             0.86518,              0.9244,             0.72194,            0.022799,            0.018027,                   0,           0.0083566,           0.0083566,           0.0083566
                  85,             0.02499,            0.022569,                   0,             0.92627,             0.86723,             0.92482,             0.72214,            0.022646,            0.017932,                   0,           0.0083368,           0.0083368,           0.0083368
                  86,            0.024672,            0.022287,                   0,             0.92097,             0.87519,             0.92735,             0.72513,            0.022576,            0.017483,                   0,            0.008317,            0.008317,            0.008317
                  87,            0.024891,            0.022538,                   0,             0.92873,             0.87348,             0.92881,             0.72677,            0.022586,            0.017439,                   0,           0.0082972,           0.0082972,           0.0082972
                  88,            0.024931,            0.022117,                   0,             0.93241,              0.8698,             0.92841,             0.73125,            0.022293,             0.01759,                   0,           0.0082774,           0.0082774,           0.0082774
                  89,            0.024258,            0.021706,                   0,             0.92392,             0.87057,             0.92995,             0.72748,            0.022461,            0.017729,                   0,           0.0082576,           0.0082576,           0.0082576
                  90,            0.025184,            0.022642,                   0,              0.9295,             0.87083,             0.92404,             0.72677,            0.022385,            0.017851,                   0,           0.0082378,           0.0082378,           0.0082378
                  91,            0.024803,            0.022238,                   0,             0.92147,             0.87087,             0.93022,              0.7322,            0.022213,             0.01767,                   0,            0.008218,            0.008218,            0.008218
                  92,            0.024246,            0.021842,                   0,             0.91935,             0.87823,             0.93391,             0.73618,            0.022191,            0.017341,                   0,           0.0081982,           0.0081982,           0.0081982
                  93,            0.024482,            0.021893,                   0,             0.91976,             0.87339,             0.92941,             0.73405,            0.022095,            0.017528,                   0,           0.0081784,           0.0081784,           0.0081784
                  94,            0.024405,            0.022015,                   0,             0.92785,              0.8662,             0.92986,             0.73118,            0.022248,            0.017544,                   0,           0.0081586,           0.0081586,           0.0081586
                  95,            0.024271,            0.022005,                   0,             0.92977,             0.87057,             0.93301,             0.73598,            0.022026,            0.017408,                   0,           0.0081388,           0.0081388,           0.0081388
                  96,            0.024486,            0.021763,                   0,             0.91504,             0.87262,             0.92998,             0.73594,            0.021894,            0.017616,                   0,            0.008119,            0.008119,            0.008119
                  97,            0.024421,            0.021755,                   0,             0.92091,             0.87607,             0.92937,             0.73413,              0.0221,             0.01748,                   0,           0.0080992,           0.0080992,           0.0080992
                  98,            0.024311,            0.022224,                   0,             0.92161,             0.87571,             0.92801,             0.73467,            0.021792,            0.017502,                   0,           0.0080794,           0.0080794,           0.0080794
                  99,            0.024395,            0.021643,                   0,             0.92664,             0.87264,             0.93006,             0.73995,            0.021702,            0.017334,                   0,           0.0080596,           0.0080596,           0.0080596
                 100,            0.024448,             0.02193,                   0,              0.9198,             0.87982,             0.92972,             0.73599,            0.021792,            0.017635,                   0,           0.0080398,           0.0080398,           0.0080398
                 101,            0.023991,            0.021112,                   0,             0.92553,             0.88407,             0.93035,              0.7374,            0.021919,            0.017451,                   0,             0.00802,             0.00802,             0.00802
                 102,            0.024057,            0.021254,                   0,             0.92257,             0.88264,             0.93055,             0.73529,            0.021969,            0.017215,                   0,           0.0080002,           0.0080002,           0.0080002
                 103,            0.023695,            0.021342,                   0,             0.92602,             0.87758,             0.93103,             0.73734,            0.021829,            0.017192,                   0,           0.0079804,           0.0079804,           0.0079804
                 104,            0.023935,            0.021041,                   0,              0.9326,             0.88123,             0.93182,             0.73805,            0.021688,            0.017031,                   0,           0.0079606,           0.0079606,           0.0079606
                 105,            0.023588,            0.021002,                   0,             0.92704,             0.88429,             0.93369,             0.74209,            0.021616,            0.016888,                   0,           0.0079408,           0.0079408,           0.0079408
                 106,            0.023993,            0.021336,                   0,             0.92496,             0.88312,             0.93084,             0.74005,             0.02145,            0.017013,                   0,            0.007921,            0.007921,            0.007921
                 107,            0.023772,            0.021498,                   0,             0.92896,             0.87827,             0.93191,             0.74361,            0.021511,            0.017084,                   0,           0.0079012,           0.0079012,           0.0079012
                 108,            0.023843,            0.021709,                   0,             0.93104,             0.87853,             0.93512,              0.7462,            0.021383,            0.016891,                   0,           0.0078814,           0.0078814,           0.0078814
                 109,            0.024056,            0.021333,                   0,             0.93223,             0.88392,              0.9341,             0.74593,            0.021471,             0.01684,                   0,           0.0078616,           0.0078616,           0.0078616
                 110,            0.023339,             0.02098,                   0,               0.932,             0.87776,             0.93335,             0.74856,            0.021233,            0.016916,                   0,           0.0078418,           0.0078418,           0.0078418
                 111,            0.023666,            0.021025,                   0,             0.93949,              0.8732,             0.93506,             0.74743,            0.021331,            0.017129,                   0,            0.007822,            0.007822,            0.007822
                 112,            0.023765,            0.020898,                   0,             0.93568,             0.88165,             0.93373,             0.74986,            0.021138,            0.016991,                   0,           0.0078022,           0.0078022,           0.0078022
                 113,            0.023508,            0.020902,                   0,              0.9343,             0.88378,             0.93336,             0.74943,            0.021299,            0.017113,                   0,           0.0077824,           0.0077824,           0.0077824
                 114,            0.023634,            0.020939,                   0,             0.93561,             0.87692,             0.93064,             0.74851,            0.021158,            0.017225,                   0,           0.0077626,           0.0077626,           0.0077626
                 115,            0.023928,            0.021213,                   0,              0.9373,             0.87776,             0.93157,             0.74714,            0.021074,            0.017145,                   0,           0.0077428,           0.0077428,           0.0077428
                 116,            0.023614,            0.020808,                   0,             0.94038,              0.8775,             0.93388,             0.75017,            0.021032,             0.01711,                   0,            0.007723,            0.007723,            0.007723
                 117,            0.023476,            0.020883,                   0,             0.93668,              0.8813,             0.93386,             0.75211,            0.020932,            0.016917,                   0,           0.0077032,           0.0077032,           0.0077032
                 118,            0.023368,              0.0211,                   0,             0.93003,             0.88745,             0.93432,             0.75534,             0.02079,            0.016902,                   0,           0.0076834,           0.0076834,           0.0076834
                 119,            0.023308,            0.020728,                   0,             0.93021,             0.88598,             0.93679,             0.75589,            0.020713,             0.01658,                   0,           0.0076636,           0.0076636,           0.0076636
                 120,            0.023047,            0.020636,                   0,             0.92884,             0.88831,             0.93569,             0.75688,            0.020722,            0.016614,                   0,           0.0076438,           0.0076438,           0.0076438
                 121,            0.023467,             0.02108,                   0,             0.93567,             0.88518,             0.93336,             0.75228,            0.020772,            0.016809,                   0,            0.007624,            0.007624,            0.007624
                 122,            0.023309,             0.02094,                   0,             0.93538,             0.88187,              0.9328,             0.75323,            0.020813,            0.016846,                   0,           0.0076042,           0.0076042,           0.0076042
                 123,            0.023201,            0.020775,                   0,             0.93222,             0.88315,             0.93184,             0.75452,             0.02083,            0.017088,                   0,           0.0075844,           0.0075844,           0.0075844
                 124,            0.023259,            0.020835,                   0,             0.93714,             0.87292,             0.93355,             0.75703,             0.02079,            0.016847,                   0,           0.0075646,           0.0075646,           0.0075646
                 125,            0.022888,            0.020551,                   0,              0.9396,             0.87892,             0.93419,             0.75651,            0.020785,            0.017061,                   0,           0.0075448,           0.0075448,           0.0075448
                 126,            0.023145,            0.020652,                   0,             0.93072,             0.88657,             0.93503,             0.75763,            0.020642,            0.016851,                   0,            0.007525,            0.007525,            0.007525
                 127,            0.022765,            0.020294,                   0,             0.93448,             0.88273,             0.93348,             0.75941,            0.020637,            0.016922,                   0,           0.0075052,           0.0075052,           0.0075052
                 128,            0.022836,             0.02043,                   0,             0.93336,             0.87904,              0.9319,             0.76186,            0.020574,            0.016935,                   0,           0.0074854,           0.0074854,           0.0074854
                 129,            0.022356,            0.020177,                   0,             0.93638,             0.88084,             0.93304,             0.76012,             0.02056,            0.016826,                   0,           0.0074656,           0.0074656,           0.0074656
                 130,            0.023102,            0.020707,                   0,             0.93369,             0.88586,             0.93527,             0.75991,            0.020413,            0.016551,                   0,           0.0074458,           0.0074458,           0.0074458
                 131,            0.023185,            0.020962,                   0,             0.93574,             0.88469,             0.93629,             0.76164,            0.020306,            0.016615,                   0,            0.007426,            0.007426,            0.007426
                 132,            0.022754,            0.020301,                   0,             0.93965,             0.88598,             0.93507,             0.76143,            0.020287,             0.01657,                   0,           0.0074062,           0.0074062,           0.0074062
                 133,            0.022593,            0.020523,                   0,             0.93156,             0.89317,              0.9347,             0.76002,            0.020356,            0.016505,                   0,           0.0073864,           0.0073864,           0.0073864
                 134,            0.022657,             0.02047,                   0,             0.93218,             0.88649,             0.93322,             0.75951,            0.020403,            0.016802,                   0,           0.0073666,           0.0073666,           0.0073666
                 135,            0.022727,             0.02042,                   0,             0.92937,             0.88534,             0.93043,             0.75996,            0.020421,            0.016884,                   0,           0.0073468,           0.0073468,           0.0073468
                 136,            0.022657,            0.020249,                   0,             0.93645,             0.88521,             0.93026,             0.75993,            0.020329,            0.016853,                   0,            0.007327,            0.007327,            0.007327
                 137,            0.022838,            0.020505,                   0,             0.93881,             0.88658,             0.93113,             0.76011,            0.020257,            0.016875,                   0,           0.0073072,           0.0073072,           0.0073072
